,id,app_name,genres,specs,tags
1848,358090,D4: Dark Dreams Don’t Die -Season One-,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Adventure, Great Soundtrack, Story Rich, Quick-Time Events, Mystery, Detective, Comedy, Point & Click, Episodic, Casual, Funny, Indie, Singleplayer, Atmospheric, Cinematic, Time Travel, Anime, Horror, Cartoon, Comic Book"
1849,358130,The Curious Expedition,"Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud","Adventure, Pixel Graphics, Strategy, Rogue-like, Indie, Simulation, RPG, Survival, Dinosaurs, Exploration, Singleplayer, Retro, Procedural Generation, Hex Grid"
1850,358250,Cosmo's Cosmic Adventure,"Action, Adventure","Single-player, Partial Controller Support","Action, Adventure, Platformer, 2D, 1990's, Singleplayer, Classic, Retro"
1851,358260,Crystal Caves,Action,"Single-player, Partial Controller Support","Action, Classic, Platformer, 1990's"
1852,358290,Hocus Pocus,"Action, Adventure","Single-player, Partial Controller Support","Action, Adventure, Platformer, 1990's"
1853,358340,Word Rescue,"Action, Adventure","Single-player, Partial Controller Support","Action, Adventure, Education, 1990's, Female Protagonist, Classic"
1854,358960,Canabalt,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards","Indie, Action, Platformer, Pixel Graphics, Runner, Side Scroller, Great Soundtrack, Casual, Singleplayer"
1855,3590,Plants vs. Zombies GOTY Edition,Strategy,"Single-player, Steam Achievements","Tower Defense, Zombies, Strategy, Casual, Singleplayer, Comedy, Family Friendly, 2D, Puzzle, Indie, Cute, Great Soundtrack, Funny, Survival, Classic, Tactical, Touch-Friendly, Adventure, Post-apocalyptic, Action"
1856,359040,The Music Machine,"Adventure, Indie","Single-player, Steam Trading Cards, Captions available","Adventure, Indie, Horror, Psychological Horror, First-Person, Walking Simulator"
1857,359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards","Nudity, Story Rich, Indie, Pixel Graphics, Simulation, Memes, Action, Comedy, Mature, Funny, Realistic, Singleplayer, Casual, 2D, Arcade, Sexual Content, Cult Classic, Puzzle"
1858,359310,Evoland 2,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud","RPG, Adventure, Indie, Action, Singleplayer, Pixel Graphics, Retro, 2D, Story Rich, Fantasy, Time Travel, Platformer, Great Soundtrack, Parody, Puzzle, JRPG, Funny, Action RPG"
1859,359390,Amnesia™: Memories,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","Otome, Visual Novel, Female Protagonist, Anime, Romance, Dating Sim, Adventure, Mystery, Singleplayer, Multiple Endings, Psychological Horror, Story Rich, Horror"
1860,359550,Tom Clancy's Rainbow Six® Siege,Action,"Single-player, Multi-player, Co-op, Steam Trading Cards, In-App Purchases, Partial Controller Support","FPS, Multiplayer, Tactical, Action, Shooter, Team-Based, First-Person, Co-op, Strategy, Realistic, Online Co-Op, Competitive, Destruction, Atmospheric, Physics, Singleplayer, Simulation, Massively Multiplayer, Casual, Horror"
1861,359870,FINAL FANTASY X/X-2 HD Remaster,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","JRPG, Story Rich, RPG, Great Soundtrack, Fantasy, Turn-Based Combat, Classic, Singleplayer, Adventure, Atmospheric, Turn-Based, Romance, Female Protagonist, Anime, Linear, Action, Open World, Remake, Sports, Puzzle"
1862,360,Half-Life Deathmatch: Source,Action,"Multi-player, Valve Anti-Cheat enabled","Action, FPS, Multiplayer, Sci-fi, Shooter, First-Person, Classic, Remake"
1863,36000,Foreign Legion: Buckets of Blood,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud","Action, Indie, Third Person, Shooter"
1864,360170,How to Survive 2,"Action, Adventure, RPG","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Survival, Zombies, Multiplayer, Open World, Action, Crafting, Co-op, RPG, Adventure, Local Co-Op, Base Building, Singleplayer, Third Person, Gore, Shooter, Funny, 4 Player Local, Dark Humor, Top-Down Shooter, Third-Person Shooter"
1865,360550,Cursed Sight,Indie,"Single-player, Steam Achievements, Steam Trading Cards","Indie, Visual Novel, Anime, Story Rich"
1866,360620,Spellsworn,"Action, Indie, Early Access","Multi-player, Online Multi-Player, Steam Trading Cards, Stats","Early Access, Magic, Multiplayer, Indie, Action, Fantasy, Dark Fantasy, Online Co-Op, Local Multiplayer"
1867,360640,12 Labours of Hercules II: The Cretan Bull,"Casual, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Casual, Strategy, Singleplayer, Resource Management, Mythology, 2D"
1868,360730,Cards and Castles,"Free to Play, Indie, Massively Multiplayer, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Leaderboards","Free to Play, Card Game, Indie, Strategy, Massively Multiplayer, Trading Card Game"
1869,360740,Downwell,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards","Platformer, Indie, Action, Difficult, Pixel Graphics, Rogue-like, Rogue-lite, Retro, Fast-Paced, Arcade, 2D, Adventure, Shoot 'Em Up, Procedural Generation, Great Soundtrack, GameMaker, Singleplayer, Shooter"
1870,360870,Ultimate Tic-Tac-Toe,"Casual, Free to Play","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards","Free to Play, Casual, Multiplayer, Strategy, Family Friendly, Singleplayer, Competitive, Indie, Massively Multiplayer, Violent, e-sports, Memes, Open World"
1871,360940,The Mean Greens - Plastic Warfare,"Action, Indie","Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Valve Anti-Cheat enabled","Action, Multiplayer, Third-Person Shooter, Indie, Shooter, Funny, Great Soundtrack, Colorful, First-Person, Singleplayer"
1872,361280,Turmoil,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Simulation, Strategy, Management, Indie, Western, 2D, Casual, Singleplayer, Economy"
1873,361330,Shrooms,"Action, Adventure, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer","Early Access, Indie, Action, Adventure, RPG, Survival, Female Protagonist, Crafting, PvP, Co-op, Colorful"
1874,36150,Westward Collection,Casual, ,"Casual, Western, Strategy"
1875,361550,Cradle,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats","Adventure, Sci-fi, Indie, Atmospheric, First-Person, Exploration, Puzzle, Open World, Singleplayer, Story Rich, Cyberpunk, Walking Simulator, Nudity, Great Soundtrack, Short, Female Protagonist"
1876,361630,404Sight,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support","Parkour, Indie, Action, Free to Play, Female Protagonist, Great Soundtrack, Third Person, Singleplayer, First-Person, Runner"
1877,361800,Tree of Life,"Indie, Massively Multiplayer, RPG","Multi-player, Online Multi-Player, MMO, Co-op, Online Co-op","Survival, Sandbox, Massively Multiplayer, Open World, Building, RPG, Crafting, Indie, Co-op, PvP, MMORPG, Adventure, Multiplayer, Base Building, Singleplayer, Female Protagonist"
1878,3620,Zuma's Revenge!,"Action, Casual","Single-player, Steam Achievements, Stats","Casual, Action, Singleplayer, Match 3, Puzzle"
1879,362410,Adam's Venture Chronicles,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Adventure, Indie, Puzzle, Third Person, Singleplayer, Casual, Family Friendly, Story Rich, Controller, Historical, Illuminati, Atmospheric, Remake, Conspiracy, Great Soundtrack, Linear"
1880,362490,Exanima,"Action, Adventure, Indie, RPG, Simulation, Early Access",Single-player,"Early Access, RPG, Physics, Dark Fantasy, Action, Dungeon Crawler, Isometric, Adventure, Difficult, Medieval, Singleplayer, Simulation, Indie, Atmospheric, Rogue-like, Nudity, Character Customization, Action RPG, Female Protagonist, Horror"
1881,362620,Software Inc.,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Workshop","Early Access, Management, Simulation, Strategy, Building, Indie, Singleplayer, Sandbox, Game Development, Economy, Software"
1882,362680,Fran Bow,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards","Psychological Horror, Story Rich, Point & Click, Horror, Adventure, Puzzle, Dark, Indie, Atmospheric, Female Protagonist, Singleplayer, Gore, Psychological, Surreal, Fantasy, Great Soundtrack, Dark Fantasy, 2D, Hand-drawn, Hidden Object"
1883,362810,Fighties,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Includes level editor","Action, Indie, Multiplayer, Platformer, Fighting, 2D Fighter, Local Multiplayer, 4 Player Local"
1884,362870,RPG Maker 2003,"Design &amp; Illustration, Web Publishing", ,"Design & Illustration, Game Development, Web Publishing, RPGMaker, RPG"
1885,362890,Black Mesa,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Includes Source SDK","Early Access, FPS, Remake, Action, Sci-fi, First-Person, Singleplayer, Classic, Shooter, Atmospheric, Story Rich, Zombies, Great Soundtrack, Adventure, Aliens, Multiplayer, Horror, Indie, Mod, Co-op"
1886,362930,Garfield Kart,Racing,"Single-player, Partial Controller Support","Cold War, Cult Classic, Dark Humor, Psychedelic, Politics, Romance, Drama, Competitive, Racing, Action RPG, Quick-Time Events, Action, RPG, Multiplayer, Pixel Graphics, Sports, Family Friendly, Adventure, Singleplayer, Casual"
1887,363270,O3DX,"Action, Indie, Racing","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support","Indie, Racing, Action, Offroad, Physics, Driving, Side Scroller, Difficult"
1888,363360,Interstellar Rift,"Action, Indie, Simulation, Early Access","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Workshop, Includes level editor","Early Access, Indie, Space, Action, Simulation, Multiplayer, Sandbox, Open World, Sci-fi, Survival, Building, Space Sim"
1889,363440,Mega Man Legacy Collection / ロックマン クラシックス コレクション,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Action, Platformer, Classic, Retro, Great Soundtrack, 2D, Pixel Graphics, Singleplayer, Side Scroller, Difficult, Sci-fi, Remake, 1980s, Anime, Shooter"
1890,363490,Escape Machines,"Action, Adventure, Indie, RPG, Strategy, Early Access","Single-player, Includes level editor","Early Access, Action, Indie, Strategy, Adventure, RPG, Sci-fi, Robots"
1891,363680,Battlefleet Gothic: Armada,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled","Strategy, Warhammer 40K, Space, RTS, Sci-fi, Multiplayer, Games Workshop, Singleplayer, Tactical, Fantasy, Action, Co-op, Survival, Real Time Tactics, Great Soundtrack"
1892,363890,RPG Maker MV,"Design &amp; Illustration, Web Publishing","Steam Trading Cards, Partial Controller Support","RPGMaker, Game Development, Design & Illustration, Anime, Web Publishing, RPG, GameMaker, JRPG, Nudity, 2D"
1893,363970,Clicker Heroes,"Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats","Clicker, Free to Play, Casual, Singleplayer, Indie, 2D, RPG, Adventure, Funny, Fantasy, Simulation, Strategy, Multiplayer, Family Friendly, Action, Touch-Friendly, Illuminati, Management, Co-op, Massively Multiplayer"
1894,364050,Face It - A game to fight inner demons,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Indie, Action, Adventure, Puzzle, 3D Platformer, Puzzle-Platformer, Horror"
1895,364360,Total War: WARHAMMER,"Action, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop","Strategy, Fantasy, War, RTS, Turn-Based Strategy, Games Workshop, Multiplayer, Grand Strategy, Tactical, Dark Fantasy, Action, Singleplayer, Atmospheric, Turn-Based, Co-op, Story Rich, RPG, Open World, Gore, 4X"
1896,364390,Downfall,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards","Adventure, Indie, Horror, Psychological Horror, Story Rich, Point & Click, Great Soundtrack, Atmospheric, Gore, Dark, 2D"
1897,364420,Roguelands,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer","Rogue-like, RPG, Multiplayer, Adventure, 2D, Pixel Graphics, Action, Co-op, Indie, Platformer, Difficult, Rogue-lite, Survival, Side Scroller, Perma Death, Retro, Crafting, Singleplayer, Great Soundtrack, Sandbox"
1898,364450,Freshman Year,Indie,Single-player,"Indie, Short, Female Protagonist, Visual Novel, Singleplayer"
1899,364510,Transcendence,"Action, Indie, RPG","Single-player, Steam Workshop, Steam Leaderboards","Indie, Action, RPG, Space, Sci-fi, Space Sim, Rogue-lite, Open World, Rogue-like, Top-Down, 2D"
1900,364690,SUPER DISTRO,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","Indie, Action, Adventure, Platformer, Difficult, 2D"
1901,365070,One Manga Day,"Adventure, Casual, Free to Play, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support","Free to Play, Anime, Visual Novel, Simulation, Indie, Nudity, Adventure, Casual, Psychological Horror"
1902,365300,Transmissions: Element 120,"Action, Free to Play, Indie","Single-player, Steam Achievements, Captions available, Partial Controller Support, Steam Cloud","Free to Play, Action, Shooter, Zombies, Horror, Multiplayer, First-Person, FPS, Singleplayer, Mod, Indie, Atmospheric, Sci-fi, Survival, Short, Open World, Puzzle, Adventure, Co-op, Walking Simulator"
1903,365360,Battle Brothers,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Strategy, Turn-Based Combat, RPG, Medieval, Open World, Turn-Based, Turn-Based Tactics, Indie, Sandbox, Procedural Generation, Singleplayer, Tactical, Perma Death, Difficult, CRPG, Fantasy, Replay Value, Turn-Based Strategy, Great Soundtrack, Rogue-like"
1904,365450,Hacknet,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor","Hacking, Simulation, Indie, Singleplayer, Great Soundtrack, Typing, Story Rich, Programming, Cyberpunk, Puzzle, Adventure, Sci-fi, 2D, Atmospheric"
1905,365590,Tom Clancy’s The Division™,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Steam Trading Cards, In-App Purchases","Open World, Third-Person Shooter, Multiplayer, Action, Co-op, Shooter, RPG, Post-apocalyptic, Online Co-Op, Survival, Massively Multiplayer, Tactical, Third Person, MMORPG, Adventure, Atmospheric, Singleplayer, Stealth, FPS, Sandbox"
1906,365660,OlliOlli2: Welcome to Olliwood,"Action, Indie, Sports","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards","Indie, Sports, Action, 4 Player Local, Great Soundtrack, Local Multiplayer, Local Co-Op, Singleplayer, Difficult"
1907,365670,Blender,"Animation &amp; Modeling, Design &amp; Illustration, Video Production", ,"Animation & Modeling, Free to Play, Game Development, Video Production, Design & Illustration, Software, Singleplayer, GameMaker, Difficult, Action, Anime, Funny"
1908,365810,Flying Tigers: Shadows Over China,"Action, Adventure, Casual, Indie, Simulation","Single-player, Online Multi-Player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Steam Leaderboards","Flight, World War II, Action, Simulation, Indie, Shooter, Arcade, Multiplayer, Casual, Adventure, Historical, Singleplayer, Third Person, Controller, Great Soundtrack, Competitive, Replay Value, Military, Atmospheric, Third-Person Shooter"
1909,365900,Pixel Dungeon,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats","Pixel Graphics, RPG, Adventure, Rogue-like, Indie, Casual, Dungeon Crawler, Difficult, Singleplayer"
1910,366040,Iggy's Egg Adventure,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Indie, Action, Adventure, Platformer, Dinosaurs, Cute, Blood, Family Friendly, Singleplayer"
1911,366160,Hounds : The Last Hope,"Action, Massively Multiplayer, RPG","Multi-player, MMO, Co-op","Action, Massively Multiplayer, RPG, Third-Person Shooter, Zombies, Free to Play"
1912,366220,Wurm Unlimited,"Adventure, Indie, RPG","Single-player, Multi-player, MMO, Co-op, Steam Trading Cards","Open World, RPG, Sandbox, Crafting, Building, Survival, Adventure, Multiplayer, Indie, Co-op, Base Building, MMORPG, PvP, Singleplayer, First-Person, Fantasy, Medieval, PvE, Simulation, Massively Multiplayer"
1913,366440,Savage Resurrection,"Action, RPG, Strategy","Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","Action, Strategy, Multiplayer, RPG, FPS, RTS, MOBA, First-Person, Sci-fi, Free to Play"
1914,366760,Adorables,"Casual, Indie, Sports, Strategy","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","Casual, Sports, Indie, Strategy, Local Multiplayer, Soccer, Multiplayer, Singleplayer"
1915,366890,Zombie Zoeds,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards","Action, Indie, Adventure, Casual, Zombies, Top-Down Shooter, Difficult, Survival, Survival Horror, 2D, Arena Shooter, Science"
1916,367010,Vernon's Legacy,"Adventure, Indie","Single-player, Steam Trading Cards","Indie, Adventure, Horror, Story Rich"
1917,367030,Lootfest,"Casual, Indie, Early Access","Single-player, Online Co-op, Full controller support, Includes level editor","Early Access, Indie, Casual, Voxel"
1918,367120,Seduce Me the Otome,"Casual, Simulation","Single-player, Steam Achievements","Free to Play, Visual Novel, Nudity, Otome, Anime, Female Protagonist, Romance, Dating Sim, Simulation, Singleplayer, Casual, Mature, Fantasy, Choices Matter, Story Rich, Demons, Sexual Content, Indie, Comedy, Great Soundtrack"
1919,367240,Avenging Angel,"Action, Adventure, RPG, Early Access","Single-player, Partial Controller Support","Early Access, RPG, Action, Adventure, FPS, Action-Adventure, Action RPG, Steampunk"
1920,367270,Angels Fall First,"Action, Simulation, Early Access","Single-player, Multi-player, Partial Controller Support, Steam Cloud, Stats","Early Access, Action, Sci-fi, FPS, Space, Simulation, Multiplayer, Indie, First-Person, Tactical"
1921,367300,Pixel Star,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support","Indie, Action, Space, Arcade, Pixel Graphics"
1922,367340,FleetCOMM,"Action, Indie, Strategy","Single-player, Steam Trading Cards","Strategy, Action, Indie, Space, Shooter, Shoot 'Em Up, Sci-fi, Tactical, Top-Down Shooter, Great Soundtrack"
1923,367450,Poly Bridge,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor","Building, Simulation, Physics, Puzzle, Singleplayer, Indie, Sandbox, Strategy, Funny, Crime, Difficult, Great Soundtrack, Casual, Education, Level Editor, Crafting, Open World"
1924,367500,Dragon's Dogma: Dark Arisen,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","RPG, Open World, Character Customization, Action, Adventure, Fantasy, Singleplayer, Action RPG, Dragons, Third Person, Dark Fantasy, Magic, Exploration, Great Soundtrack, Atmospheric, Difficult, Story Rich, JRPG, Multiplayer, Hack and Slash"
1925,367570,oO,"Action, Indie","Single-player, Steam Achievements","Indie, Action, Difficult, Minimalist, Arcade"
1926,367580,Hook,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards","Puzzle, Casual, Indie, Minimalist, Short, Singleplayer, Relaxing, 2D, Great Soundtrack, Difficult"
1927,367670,Controller Companion,Utilities,"Full controller support, Steam Workshop","Utilities, Controller, Software"
1928,367710,Afterlife Empire,"Casual, Indie, Strategy",Single-player,"Casual, Indie, Strategy"
1929,367780,Aero's Quest,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Steam Turn Notifications","Action, Indie, Side Scroller, Platformer, Puzzle-Platformer"
1930,368160,WORLD END ECONOMiCA episode.02,"Casual, Indie","Single-player, Steam Trading Cards","Indie, Casual, Visual Novel, Anime"
1931,368230,Kingdom: Classic,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Strategy, Pixel Graphics, Survival, 2D, Indie, Medieval, Tower Defense, Singleplayer, Side Scroller, Resource Management, Great Soundtrack, Simulation, City Builder, Rogue-like, Atmospheric, Casual, Difficult, Action, Adventure, Female Protagonist"
1932,368340,CrossCode,"RPG, Early Access","Single-player, Full controller support, Steam Cloud","Early Access, Action RPG, RPG, Pixel Graphics, Female Protagonist, 2D, Retro, Great Soundtrack, Indie, Singleplayer, JRPG, Anime, Sci-fi, Puzzle, Adventure, Action, Action-Adventure, Story Rich, Cyberpunk, Difficult"
1933,368360,60 Seconds!,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","Survival, Post-apocalyptic, Singleplayer, Strategy, Simulation, Dark Humor, Adventure, Funny, Indie, Comedy, Casual, Point & Click, Choices Matter, Action, Difficult, Dark Comedy, War, Atmospheric, Rogue-like, Horror"
1934,368370,Her Story,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards","Detective, FMV, Indie, Story Rich, Female Protagonist, Realistic, Mystery, Adventure, Simulation, Singleplayer, Puzzle, Horror, Casual, Crime, Experimental, Psychological Horror, Visual Novel, Point & Click, Short"
1935,368500,Assassin's Creed® Syndicate,"Action, Adventure","Single-player, In-App Purchases, Partial Controller Support","Assassin, Open World, Action, Parkour, Stealth, Historical, Adventure, Third Person, Singleplayer, Story Rich, Female Protagonist, Atmospheric, Steampunk, Great Soundtrack, Multiplayer, Strategy, Funny, Gore, Illuminati, Co-op"
1936,368720,Sirius Online,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Trading Cards","Early Access, Massively Multiplayer, Action, Simulation, Space, Sci-fi, Adventure, Indie, Space Sim, Economy"
1937,368730,No Time To Explain Remastered,"Action, Adventure, Casual, Indie","Single-player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor","Indie, Casual, Action, Adventure, Platformer, Comedy, Funny, 2D, Multiplayer, Difficult, Great Soundtrack, Time Travel, Local Co-Op, Local Multiplayer, Singleplayer, Remake, Gore, Memes"
1938,368740,Obliteracers,"Action, Indie, Racing","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Racing, Indie, Local Multiplayer, Funny, Multiplayer, Action, Fast-Paced, Arcade, 4 Player Local, Co-op, Local Co-Op, Controller, Top-Down, Driving, Retro, Fighting, Competitive, Cute"
1939,368860,Garbage Day,"Action, Indie, Early Access",Single-player,"Early Access, Action, Sandbox, Indie, Open World, First-Person, Shooter, Singleplayer, Funny, Gore, FPS, Free to Play"
1940,368990,Despair,"Action, Adventure, Indie","Single-player, Steam Trading Cards","Indie, Horror, Action, First-Person, Adventure, Atmospheric, Walking Simulator, Singleplayer, Short"
1941,369000,Pongo,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats","Action, Casual, Indie, Adventure, Strategy, FPS"
1942,369040,Yargis - Space Melee,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Includes level editor","Indie, Casual, Action, Adventure, Strategy, Simulation, Co-op, Top-Down, Moddable, Great Soundtrack"
1943,369060,Amygdala,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support","Action, Indie, Adventure, Platformer"
1944,369070,Slain: Back from Hell,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards","Action, Indie, Pixel Graphics, 2D, Platformer, Gothic, Great Soundtrack, Gore, Difficult, Singleplayer, Retro, Dark Fantasy, Hack and Slash, Metroidvania, Horror"
1945,369290,Airport Madness: World Edition,Adventure,"Single-player, Steam Achievements, Steam Trading Cards","Adventure, Simulation, Casual, Strategy"
1946,369300,Adventure Time: Finn and Jake Investigations,Adventure,"Single-player, Full controller support, Steam Trading Cards","Adventure, Cartoon, Point & Click"
1947,369400,Let the Cat in,"Casual, Free to Play, Indie, Strategy","Single-player, Steam Achievements, Steam Leaderboards, Steam Turn Notifications","Free to Play, Female Protagonist, Story Rich, Cute, Indie, Great Soundtrack, Casual, Puzzle, Strategy, Family Friendly, Singleplayer, Anime, Action, Survival, Shooter, Difficult, Open World, Atmospheric, Walking Simulator, Simulation"
1948,369580,NotGTAV,Casual,"Single-player, Steam Achievements, Steam Trading Cards","Memes, Parody, Funny, Singleplayer, Satire, Indie, Comedy, Gore, Horror, Open World, Action, Dating Sim, Difficult, Mature, Multiplayer"
1949,3700,Sniper Elite,Action,"Single-player, Steam Trading Cards","Action, Sniper, Stealth, World War II, Third-Person Shooter, Singleplayer, Shooter, Third Person, Multiplayer, FPS, War, Classic, Co-op"
1950,370020,Templar Battleforce,"Action, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards","Strategy, Indie, RPG, Turn-Based Strategy, Turn-Based, Turn-Based Tactics, Tactical, Action, Sci-fi, Aliens, Mechs, Turn-Based Combat, Singleplayer, Perma Death, Character Customization, Atmospheric, Retro, Difficult, Rogue-like, Rogue-lite"
1951,370040,Lilly and Sasha: Nexus of Souls,"Indie, RPG, Strategy","Single-player, Steam Trading Cards","RPG, Indie, Strategy, Female Protagonist, RPGMaker, Story Rich"
1952,370150,LOOP: A Tranquil Puzzle Game,"Casual, Indie",Single-player,"Casual, Indie, Puzzle"
1953,370240,NBA 2K16,Sports,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud","Sports, Basketball, Multiplayer, Simulation, Singleplayer, Realistic, Great Soundtrack, Co-op, Controller, Atmospheric, Action, Online Co-Op, Free to Play, RPG"
1954,370280,Season of 12 Colors,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","Indie, Casual, Adventure, Visual Novel, Anime, Cute"
1955,370360,TIS-100,"Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Includes level editor","Programming, Puzzle, Indie, Simulation, Difficult, Hacking, Singleplayer, Education"
1956,370480,Pixel Galaxy,"Action, Indie","Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards","Bullet Hell, Co-op, Great Soundtrack, Shoot 'Em Up, Replay Value, Indie, Arcade, Action, Minimalist, Controller, Bullet Time, Pixel Graphics"
1957,370780,Fated Souls,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","RPG, Indie, RPGMaker, Adventure, Fantasy, Casual, JRPG, Story Rich"
